BarnName,Index,DHIID,RFID,AgeMons_Ref,HfrMerit$,DateDue,SireCode,MGSCode,DamName,DamPTAM,DamPTAF,DamPTAP,DamMerit$,SireMerit$
8022 ,8022,47VEB6408,,12,+296,,1HO9952,HB,2781,,,,,+591
8037 ,8037,47VEB6510,,12,+296,,1HO9952,,4121,,,,,+591
8070 ,8070,47VEB6540,,12,+296,,501HO6845,1HO5663,6331,+1351,+16,+32,+249,+342
8248 ,8248,000000000,,9,+296,,1HO8407,507HO6695,6173,+747,+46,+24,+254,+338
8551 ,8551,000000000,,5,+296,,1HO6827,507HO7466,6789,+898,+0,+15,+214,+378
8596 ,8596,000000000,,4,+296,,1HO8764,11HO5284,4450,-324,-18,-3,+77,+514
7091 ,7091,47VCP2072,,25,+295,1-18,501HO7290,14HO3751,5726,+147,+9,+14,+119,+470
7623 ,7623,47VCP2895,,18,+295,7-23,501HO7169,1HO6721,6107,+318,+5,+6,+134,+455
8110 ,8110,47VEB6452,,11,+295,,1HO8328,203HO421,5337,+567,+12,+15,+301,+288
8277 ,8277,000000000,,9,+295,,751HO9103,7HO6168,6677,+340,-5,+19,+116,+473
7165 ,7165,47VCP2197,,24,+294,3-18,1HO9474,7HO6417,5004,-164,+7,+5,+184,+403
7493 ,7493,47VCP2612,,20,+294,7-09,97HO1608,14HO2736,5277,+726,+9,+12,+174,+414
7927 ,7927,47VEB6390,,14,+294,,7HO7287,14HO3367,2896,+471,+30,+26,+221,+367
8032 ,8032,47VEB6522,,12,+294,,1HO7290,1HO2406,5496,+495,+2,+19,+118,+470
8092 ,8092,47VEB6450,,12,+294,,501HO6833,11HO7741,6466,+892,+18,+27,+202,+386
8536 ,8536,47VFF1164,,5,+294,,751HO8764,1HO9359,6760,+435,+14,+14,+73,+514
8606 ,8606,000000000,,4,+293,,1HO2656,1HO9007,6138,+287,+11,+10,+47,+539
7817 ,7817,000000000,,15,+292,10-04,501HO6987,29HO9138,6250,+812,+33,+22,+264,+320
8171 ,8171,47VEB6560,,10,+292,,501HO6845,507HO6168,6536,-41,-6,-2,+241,+342
8305 ,8305,47VEB6872,,8,+292,,1HO7352,94JE3083,5812,+1931,+50,+41,+372,+211
8427 ,8427,47VEB6960,,7,+292,,751HO9103,1HO6776,6723,-704,+3,-20,+111,+473
7469 ,7469,47VCP2606,,20,+291,5-25,501HO8903,507HO6838,6166,+1613,+53,+45,+403,+179
8076 ,8076,47VEB6457,,12,+291,,1HO9309,7HO6417,2677,+719,+8,+33,+331,+250
8229 ,8229,000000000,,10,+291,,1HO8827,1HO8863,6002,-62,-6,-3,+112,+470
8329 ,8329,47VEB6841,,8,+291,,1HO9659,1HO5045,6643,+199,+29,+14,+207,+374
7835 ,7835,000000000,,15,+290,,501HO7169,29HO10792,6214,+392,-5,+9,+124,+455
8057 ,8057,47VEB6513,,12,+290,,501HO6833,29HO10818,6452,-119,-6,-4,+193,+386
8364 ,8364,47VEB6832,,8,+290,,1HO8328,7HO6417,5433,+430,+27,+24,+291,+288
8365 ,8365,47VEB6900,,8,+290,,1HO8328,7HO6417,5433,+430,+27,+24,+291,+288
8389 ,8389,47VEB6842,,7,+290,,1HO9449,1HO2406,5341,+972,+15,+30,+73,+506
8439 ,8439,47VEB6980,,6,+290,,1HO8523,1HO2406,5869,+628,+11,+26,+267,+312
8495 ,8495,47VFF1144,,6,+290,,1HO9554,11HO7123,6740,+476,+15,+11,+160,+420
8695 ,8695,000000000,,3,+290,,1HO2543,1HO5663,6278,+299,+0,+13,+104,+476
7419 ,7419,47VCP2644,,21,+289,6-10,501HO7094,1HO6721,5864,+583,+37,+12,+335,+243
7786 ,7786,000000000,,16,+289,9-15,29HO10641,1HO6721,6308,+340,+16,+5,+146,+431
8535 ,8535,47VFF1135,,5,+289,,1HO8328,1HO8977,6235,+1031,+42,+22,+289,+288
8564 ,8564,000000000,,5,+289,,751HO9208,1HO7169,6850,-267,+8,-5,+165,+413
7615 ,7615,47VEB5261,,18,+288,7-20,501HO6987,507HO6838,6200,+1440,+23,+34,+255,+320
7907 ,7907,47VEB6036,,14,+288,,501HO6845,1HO7235,6373,+359,+12,+16,+233,+342
8518 ,8518,47VFF1145,,5,+288,,1HO2690,1HO8863,6033,+649,-7,+20,+117,+458
8279 ,8279,000000000,,9,+287,,751HO9103,7HO6782,6656,-638,+0,-9,+101,+473
8444 ,8444,47VFF1025,,6,+287,,1HO8562,1HO6721,6107,+318,+5,+6,+134,+439
8541 ,8541,47VFF1163,,5,+287,,1HO2615,7HO6695,5798,+213,+24,-4,+106,+467
8741 ,8741,000000000,,2,+287,,1HO8927,11HO7319,5860,-476,-13,-9,-7,+581
7361 ,7361,47VCP2411,,22,+286,5-12,1HO6845,29HO10321,5239,+640,+37,+14,+229,+342
7851 ,7851,47VEB6022,,15,+286,10-11,1HO7690,9HO2575,2972,+540,+13,+13,+357,+214
8432 ,8432,47VEB6967,,7,+286,,1HO6827,7HO6782,6715,+17,+12,+6,+193,+378
8562 ,8562,000000000,,5,+286,,1HO9137,7HO6695,5979,-522,+6,-9,+89,+483
8660 ,8660,000000000,,3,+286,,1HO7290,507HO6695,6306,-141,+42,+3,+101,+470
8717 ,8717,000000000,,2,+286,,1HO9395,507HO7173,6326,+507,+16,+18,+168,+403
8429 ,8429,47VFF1019,,7,+285,,1HO8523,29HO9155,6063,+651,+40,+26,+258,+312
8814 ,8814,000000000,,1,+285,,1HO2687,203HO421,5314,+945,+30,+19,+181,+388
7443 ,7443,47VCP2611,,20,+284,5-17,501HO6845,29HO10792,6058,+773,+19,+21,+226,+342
7692 ,7692,000000000,,17,+284,8-02,1HO9691,1HO2406,5437,+899,+26,+21,+222,+346
7836 ,7836,47VEB6024,,15,+284,10-05,501HO8812,11HO9651,6303,-325,+7,-13,+272,+296
8084 ,8084,47VEB6451,,12,+284,,1HO7336,7HO6417,5226,+718,+34,+30,+377,+190
8106 ,8106,47VEB6508,,11,+284,,1HO6987,1HO5697,5201,+422,+38,+14,+247,+320
8130 ,8130,47VEB6529,,11,+284,,1HO8407,203HO421,5300,+1020,+22,+22,+229,+338
8132 ,8132,47VEB6449,,11,+284,,501HO8407,1HO7235,6469,+463,+15,+11,+229,+338
8438 ,8438,47VEB6978,,6,+284,,1HO8927,1HO9002,6112,+88,+0,+5,-13,+581
8357 ,8357,47VEB6824,,8,+283,,1HO9395,9HO2575,5115,+437,+11,+6,+162,+403
8524 ,8524,47VFF1139,,5,+283,,1HO9103,1HO9296,6823,+386,+5,+12,+93,+473
8651 ,8651,000000000,,3,+283,,1HO9554,1HO6721,6308,+340,+16,+5,+146,+420
8659 ,8659,000000000,,3,+283,,1HO9309,1HO6360,5546,-352,-6,-5,+315,+250
8829 ,8829,000000000,,,+283,,1HO8562,1HO7235,5968,-149,+11,-3,+127,+439
7405 ,7405,47VCP2460,,21,+282,5-18,29HO9155,1HO6360,5418,+877,+2,+21,+344,+220
7429 ,7429,47VCP2660,,21,+282,5-01,501HO8833,1HO6721,6084,+186,+15,+1,+161,+403
7806 ,7806,000000000,,15,+282,,1HO7900,7HO6417,5588,-814,-8,-15,+144,+420
8452 ,8452,47VEB6958,,6,+282,,1HO2646,1HO5697,5413,+1453,+34,+41,+349,+214
8470 ,8470,47VEB6955,,6,+282,,1HO2643,9HO2575,2919,+47,-16,+5,+215,+349
8668 ,8668,000000000,,3,+281,,1HO8523,507HO6695,6156,+761,+47,+22,+249,+312
7212 ,7212,47VCP2217,,23,+280,5-03,501HO6987,1HO5663,5863,+947,+46,+23,+239,+320
7396 ,7396,47VCP2403,,21,+280,5-25,97HO1608,1HO5702,2743,+941,+0,+29,+146,+414
7827 ,7827,47VEB6072,,15,+280,10-13,507HO8165,507HO7173,6326,+507,+16,+18,+168,+391
8241 ,8241,000000000,,9,+280,,1HO2585,1HO6721,5864,+583,+37,+12,+335,+225
8276 ,8276,000000000,,9,+280,,1HO2609,9HO2704,2591,+1116,+36,+33,+226,+333
7144 ,7144,47VCP2236,,24,+279,2-23,1HO6987,9HO2575,2639,-77,+0,-4,+238,+320
7214 ,7214,000000000,,23,+279,4-04,501HO6987,1HO5663,5820,+652,+9,+16,+237,+320
7349 ,7349,000000000,,22,+279,5-06,1HO6939,1HO6360,2804,+271,+11,+4,+310,+247
8586 ,8586,000000000,,4,+279,,1HO2615,1HO9054,6232,+550,+19,+10,+91,+467
8808 ,8808,000000000,,1,+279,,1HO2687,7HO6417,2825,-428,-2,-3,+170,+388
7118 ,7118,47VCP2071,,25,+278,3-18,501HO6987,203HO421,5963,+416,+8,+13,+235,+320
7247 ,7247,000000000,,23,+278,2-15,501HO8903,29HO10681,5927,+831,+39,+37,+376,+179
8522 ,8522,47VFF1179,,5,+278,,751HO9208,1HO7290,6795,-623,+37,-4,+143,+413
7140 ,7140,47VCP2022,,24,+277,3-02,11HO7123,1HO5583,2903,+608,+17,+33,+245,+308
7191 ,7191,47VCP2219,,24,+277,4-14,1HO2406,7HO6417,2677,+719,+8,+33,+331,+222
7330 ,7330,000000000,,22,+277,3-30,1HO9665,1HO6360,5243,+306,-4,+7,+259,+294
7588 ,7588,47VCP2898,,19,+277,8-03,501HO8833,507HO7379,6089,+749,+38,+18,+151,+403
7775 ,7775,000000000,,16,+277,9-12,1HO7900,7HO6695,5642,+51,+41,+2,+134,+420
7913 ,7913,47VEB6031,,14,+277,,1HO9928,,2610,,,,,+554
8358 ,8358,47VEB6840,,8,+277,,1HO8523,507HO6168,6495,+318,+10,+18,+242,+312
7271 ,7271,000000000,,23,+276,3-02,501HO8833,1HO8851,6004,+472,+0,+22,+149,+403
8404 ,8404,47VEB6977,,7,+276,,1HO2641,11HO7319,6114,+427,+22,+7,+106,+446
8460 ,8460,47VEB6993,,6,+276,,1HO2665,9HO2575,2799,+253,-6,+4,+160,+391
8461 ,8461,47VEB6975,,6,+276,,1HO2665,9HO2575,2799,+253,-6,+4,+160,+391
8549 ,8549,000000000,,5,+276,,1HO2543,507HO6695,6238,-448,+36,-10,+76,+476
8552 ,8552,000000000,,5,+276,,751HO9554,1HO7290,6820,+489,+85,+36,+551,
7378 ,7378,47VCP2443,,21,+275,6-02,501HO7094,1HO9015,6052,+1084,+48,+32,+307,+243
7435 ,7435,47VCP2397,,21,+275,5-25,11HO7123,14HO3367,2898,+98,+38,+17,+241,+308
7677 ,7677,47VEB5290,,17,+275,8-27,501HO8717,507HO6838,6165,+986,+27,+25,+181,+368
6923 ,6923,47VCP1782,,27,+274,10-25,507HO6168,1HO6360,5600,+155,+8,+4,+316,+232
7627 ,7627,47VCP2921,,18,+274,8-04,501HO6987,29HO10302,6188,+398,+9,+7,+227,+320
8046 ,8046,47VEB6460,,12,+274,,501HO8824,1HO5663,6403,+459,+7,+9,+102,+445
7984 ,7984,47VEB6360,,13,+273,,501HO8824,29HO11111,6341,+606,+18,+15,+101,+445
8169 ,8169,47VEB6597,,10,+273,,501HO8824,1HO9096,6572,+278,+3,+12,+101,+445
8632 ,8632,000000000,,4,+273,,1HO9137,11HO7741,6335,+361,+5,+19,+62,+483
7123 ,7123,47VCP2078,,25,+272,2-07,501HO7290,29HO10302,5854,+223,+10,+5,+73,+470
7215 ,7215,47VCP2261,,23,+272,2-17,1HO7169,203HO466,5286,-367,-8,-14,+88,+455
7335 ,7335,47VCP2434,,22,+272,4-21,29HO10681,14HO3579,2998,,,,,+543
7591 ,7591,47VCP2920,,19,+272,7-15,29HO10681,,4263,,,,,+543
8091 ,8091,47VEB6594,,12,+272,,1HO8328,3HO5678,5291,+412,+33,+21,+255,+288
8489 ,8489,47VFF1172,,6,+272,,1HO7127,29HO10321,5367,-253,+16,-3,+91,+453
8833 ,8833,000000000,,,+272,,1HO2644,1HO5588,2676,+1313,+37,+25,+284,+259
7625 ,7625,47VEB5295,,18,+271,8-13,1HO9901,1HO6360,5044,-506,-17,-16,+100,+441
8530 ,8530,47VFF1168,,5,+271,,1HO9954,7HO6417,5343,+162,+22,+15,+318,+224
7723 ,7723,47VEB5318,,17,+270,8-18,7HO7615,203HO466,5543,-341,+2,-12,+103,+437
7875 ,7875,47VEB6063,,15,+270,,14HO4239,11HO5534,4315,-72,-4,+2,+154,+386
8376 ,8376,47VEB6825,,7,+270,,1HO8523,1HO8800,6032,+497,+8,+14,+228,+312
8576 ,8576,000000000,,5,+270,,1HO2656,,4390,,,,,+539
8621 ,8621,000000000,,4,+270,,1HO2656,,2775,,,,,+539
7105 ,7105,000000000,,25,+269,2-09,507HO6168,11HO7094,5819,+338,+30,+22,+306,+232
7262 ,7262,000000000,,23,+269,5-12,1HO7767,1HO6802,5130,+907,+20,+15,+204,+333
7491 ,7491,47VCP2587,,20,+269,7-01,501HO7467,1HO6948,6034,+1805,+41,+52,+310,+228
7578 ,7578,47VCP2872,,19,+269,8-16,501HO6845,1HO5663,6109,+1111,+14,+29,+195,+342
7683 ,7683,47VEB5539,,17,+269,8-01,501HO6833,7HO5605,6231,+706,+43,+18,+151,+386
7787 ,7787,000000000,,16,+269,9-12,1HO7690,1HO6802,5601,+960,+44,+21,+324,+214
7975 ,7975,47VEB6355,,13,+268,,1HO9951,7HO4152,1938,+94,+21,-2,+44,+491
8532 ,8532,47VFF1176,,5,+268,,1HO9593,1HO6721,6143,+48,+5,-4,+144,+391
8565 ,8565,000000000,,5,+268,,1HO2543,7HO6695,5980,+190,+7,+8,+60,+476
8589 ,8589,000000000,,4,+268,,1HO2566,1HO5433,5492,+909,-8,+25,+191,+345
7278 ,7278,000000000,,23,+267,2-27,1HO9479,9HO2271,1956,+799,+5,+22,+244,+289
7704 ,7704,47VEB5314,,18,+267,8-23,507HO6838,1HO8675,5965,+92,+34,+18,+307,+227
8012 ,8012,47VEB6403,,13,+267,,1HO2662,203HO421,5950,+583,+18,+13,+210,+323
7628 ,7628,47VCP2911,,18,+266,8-01,7HO7839,7HO6417,5343,+162,+22,+15,+318,+213
7634 ,7634,47VEB5313,,18,+266,,1HO9901,29HO10321,5367,-253,+16,-3,+91,+441
7737 ,7737,47VEB5246,,17,+266,8-15,501HO6845,203HO421,6237,-46,-8,+2,+190,+342
7792 ,7792,47VEB5549,,16,+266,9-12,7HO7615,1HO2406,5613,+636,+14,+18,+95,+437
7068 ,7068,47VCP2074,,25,+265,1-23,1HO6833,1HO5588,5718,+864,+6,+19,+143,+386
7499 ,7499,47VCP2603,,20,+265,6-10,1HO6833,51416594,2049,+744,+42,+20,+143,+386
7755 ,7755,000000000,,16,+265,10-04,200HO5049,1HO2406,5471,+1004,+20,+26,+132,+398
7815 ,7815,47VEB6071,,15,+265,10-12,501HO7169,29HO10124,6241,-440,-7,-5,+75,+455
8191 ,8191,47VEB6556,,10,+265,,1HO8782,1HO8851,6008,+131,+8,+8,+133,+396
8380 ,8380,47VEB6871,,7,+265,,751HO8812,1HO9229,6707,+898,+0,+25,+234,+296
8704 ,8704,000000000,,2,+265,,1HO2672,29HO10728,5699,+1251,+11,+29,+153,+376
7170 ,7170,47VCP2223,,24,+264,2-12,1HO6987,1HO6360,5221,-172,-1,-10,+208,+320
7178 ,7178,47VCP2268,,24,+264,3-02,14HO3597,29HO9155,5870,+654,+4,+27,+159,+369
7882 ,7882,47VEB6084,,14,+264,,501HO8883,1HO9054,6285,+800,+33,+24,+135,+392
7903 ,7903,47VEB6041,,14,+264,,1HO8654,,5701,,,,,+527
8058 ,8058,47VEB6505,,12,+264,,1HO8654,UNKNOWN,5939,,,,,+527
8407 ,8407,47VEB6996,,7,+264,,1HO9372,1HO5626,2401,-121,+2,+6,+142,+385
7291 ,7291,000000000,,22,+263,3-19,1HO7336,1HO6721,5864,+583,+37,+12,+335,+190
7293 ,7293,000000000,,22,+263,3-17,1HO7336,1HO6721,5864,+583,+37,+12,+335,+190
7712 ,7712,47VEB5321,,18,+263,8-12,501HO7336,1HO6721,5864,+583,+37,+12,+335,+190
7713 ,7713,000000000,,18,+263,8-01,501HO7336,1HO6721,5864,+583,+37,+12,+335,+190
7576 ,7576,47VCP2891,,19,+262,8-03,7HO6168,7HO5710,2318,+659,+7,+28,+292,+232
8002 ,8002,47VEB6381,,13,+262,,1HO9591,1HO7127,5754,+600,+37,+27,+271,+252
8134 ,8134,47VEB6545,,11,+262,,501HO8407,1HO6833,6501,-113,+9,-9,+185,+338
8150 ,8150,47VEB6603,,10,+262,,1HO7336,7HO6417,2678,+470,+22,+24,+334,+190
8151 ,8151,47VEB6579,,10,+262,,1HO7336,7HO6417,2678,+470,+22,+24,+334,+190
8498 ,8498,47VFF1175,,6,+262,,1HO2571,1HO9340,6699,+167,-15,+10,+3,+521
7339 ,7339,000000000,,22,+261,3-29,1HO9482,11HO5929,2834,-91,+27,-4,+72,+449
8346 ,8346,47VEB6843,,8,+261,,1HO2571,JERSEYS,6638,,,,,+521
8369 ,8369,47VEB6891,,8,+261,,1HO2571,7HO6782,6644,,,,,+521
8393 ,8393,47VEB6873,,7,+261,,1HO2571,1HO9226,6743,,,,,+521
8693 ,8693,000000000,,3,+261,,1HO2571,1HO6833,6869,,,,,+521
8779 ,8779,000000000,,1,+261,,1HO2562,1HO7235,6197,+406,+25,+13,+170,+352
7085 ,7085,47VCP2076,,25,+260,1-22,7HO6168,1HO6360,2999,+309,+1,+2,+288,+232
7906 ,7906,47VEB6097,,14,+260,,1HO6987,14HO3597,5359,+261,+5,+4,+200,+320
7914 ,7914,47VEB6028,,14,+260,,501HO6845,1HO7127,6383,+668,+27,+27,+177,+342
7945 ,7945,47VEB6370,,14,+260,,1HO2582,1HO6149,5015,+1307,+31,+38,+85,+435
8077 ,8077,47VEB6465,,12,+260,,1HO6987,9HO2575,2801,+507,-26,+13,+199,+320
8133 ,8133,47VEB6584,,11,+260,,1HO7691,1HO5588,2984,+910,+38,+13,+221,+299
8342 ,8342,47VEB6826,,8,+260,,1HO8664,11HO7094,6027,+458,-15,+17,+149,+371
8657 ,8657,000000000,,3,+260,,1HO2678,1HO5702,5366,+1162,+40,+26,+191,+329
7663 ,7663,47VCP2900,,18,+259,8-11,1HO5045,203HO466,5541,-315,+12,-5,+179,+338
8004 ,8004,47VEB6414,,13,+259,,1HO9309,7HO6695,5810,+767,+33,+25,+267,+250
7658 ,7658,47VEB5247,,18,+258,9-10,1HO6845,14HO3597,5510,-96,-5,-6,+174,+342
8456 ,8456,47VFF1018,,6,+258,,1HO2611,1HO6939,6640,,,,,+516
8496 ,8496,47VFF1166,,6,+258,,1HO2611,1HO6939,6640,,,,,+516
8499 ,8499,47VFF1143,,6,+258,,1HO2611,1HO6939,6640,,,,,+516
8537 ,8537,47VFF1138,,5,+258,,1HO9554,501HO6987,6806,-408,+4,-9,+96,+420
7286 ,7286,000000000,,22,+257,4-09,7HO7839,203HO421,5337,+567,+12,+15,+301,+213
7543 ,7543,47VCP2664,,19,+257,7-04,29HO10124,9HO2704,2268,+734,+19,+11,+83,+430
7761 ,7761,000000000,,16,+257,9-01,1HO6833,14HO3597,5400,-191,-5,-11,+127,+386
7912 ,7912,47VEB6043,,14,+257,,1HO9935,1HO2406,5625,+515,+16,+13,+88,+425
8584 ,8584,000000000,,4,+257,,1HO8764,,4355,,,,,+514
7679 ,7679,47VEB5266,,17,+256,8-02,507HO6838,1HO7235,6260,+1335,+35,+30,+285,+227
7779 ,7779,000000000,,16,+256,9-29,507HO8165,29HO10792,6295,+456,+12,+14,+120,+391
8251 ,8251,000000000,,9,+256,,1HO2576,,4492,,,,,+511E
7157 ,7157,47VCP2234,,24,+255,2-01,1HO7169,1HO6360,5236,-690,-39,-20,+54,+455
7593 ,7593,47VCP2931,,19,+255,7-06,1HO6721,1HO5433,5492,+909,-8,+25,+191,+319
7789 ,7789,000000000,,16,+255,10-03,29HO11609,7HO6168,6274,+227,+12,+14,+190,+319
8476 ,8476,47VFF1028,,6,+255,,1HO9188,14HO3597,6686,-321,-23,-17,+172,+337
8787 ,8787,000000000,,1,+255,,1HO2687,1HO6802,5426,+572,+3,+4,+122,+388
8830 ,8830,000000000,,,+255,,1HO8328,507HO6168,6493,+414,+5,+22,+221,+288
7104 ,7104,000000000,,25,+254,3-17,7HO7482,1HO2406,5752,+259,-4,+2,+99,+409
7341 ,7341,000000000,,22,+254,6-01,7HO7839,1HO6360,5189,+335,-13,+14,+294,+213
7603 ,7603,47VCP2889,,18,+254,9-15,7HO7839,1HO6360,5545,-53,+2,-3,+294,+213
8020 ,8020,47VEB6405,,13,+254,,501HO8328,1HO6946,6417,+298,+20,+12,+219,+288
8235 ,8235,000000000,,9,+254,,1HO8664,3HO5678,6074,-1,+9,+5,+136,+371
8507 ,8507,47VFF1171,,6,+254,,1HO2660,1HO7154,6240,-54,-3,+4,+69,+438
7179 ,7179,47VCP2252,,24,+253,3-29,11HO7123,7HO5851,2232,-212,+36,+2,+198,+308
7305 ,7305,000000000,,22,+253,4-13,1HO7290,7HO6168,2562,-153,-10,+9,+36,+470
7676 ,7676,000000000,,17,+253,8-01,1HO7336,1HO6360,2818,+649,-6,+21,+315,+190
7267 ,7267,000000000,,23,+252,3-02,1HO6939,14HO3597,5385,+457,+5,+11,+257,+247
8181 ,8181,47VEB6619,,10,+252,,1HO8782,507HO6695,5890,-358,+36,-6,+107,+396
8768 ,8768,000000000,,1,+252,,1HO8328,1HO5663,6236,+791,+33,+20,+216,+288
7366 ,7366,47VCP2421,,22,+251,3-30,501HO8717,1HO8851,6008,+131,+8,+8,+133,+368
7391 ,7391,47VCP2450,,21,+251,4-12,1HO9482,1HO6824,5114,+562,+6,+16,+52,+449
7562 ,7562,47VCP2868,,19,+251,9-29,1HO4986,14HO3597,5415,+17,-16,-9,+128,+374
7849 ,7849,000000000,,15,+251,10-12,1HO7900,29HO10321,5369,+89,+10,+6,+81,+420
8387 ,8387,47VEB6861,,7,+251,,1HO9390,1HO9001,5998,-108,-12,+4,+124,+378
8396 ,8396,47VEB6852,,7,+251,,751HO9103,1HO9365,6738,+233,+6,+11,+28,+473
8663 ,8663,000000000,,3,+251,,1HO7127,1HO5702,5620,-311,+10,-10,+49,+453
7093 ,7093,47VCP2073,,25,+250,1-07,501HO7467,1HO2406,5816,+1440,+45,+41,+272,+228
7503 ,7503,47VCP2658,,20,+250,8-26,501HO8328,1HO8863,6036,+846,+20,+20,+212,+288
7609 ,7609,47VCP2893,,18,+250,8-08,501HO6987,29HO9138,6205,+102,+10,+11,+179,+320
7664 ,7664,47VEB5263,,18,+250,7-12,501HO6845,29HO10681,6152,+797,+6,+25,+157,+342
7943 ,7943,47VEB6349,,14,+250,,1HO8407,29HO10493,5782,-261,+10,+8,+161,+338
8324 ,8324,47VEB6835,,8,+250,,751HO8812,1HO6939,6673,-111,+26,+0,+204,+296
8399 ,8399,47VEB6828,,7,+250,,1HO2641,1HO5663,6083,-94,+9,-9,+54,+446
7285 ,7285,47VCP2377,,22,+249,4-08,501HO8883,7HO6838,5885,+668,+17,+11,+105,+392
7854 ,7854,47VEB6090,,15,+249,10-13,1HO7336,11HO5183,5257,+1084,+30,+45,+308,+190
7891 ,7891,47VEB6020,,14,+249,,1HO7336,7HO6417,2567,+711,+29,+22,+308,+190
8024 ,8024,47VEB6476,,12,+249,,1HO8328,1HO6802,5041,+891,+8,+14,+209,+288
8165 ,8165,47VEB6578,,10,+249,,1HO7336,1HO9015,6052,+1084,+48,+32,+307,+190
8188 ,8188,47VEB6618,,10,+249,,501HO6845,29HO10493,6468,-408,+16,+5,+155,+342
8190 ,8190,47VEB6583,,10,+249,,501HO6833,1HO5045,6548,-370,+3,+2,+112,+386
8587 ,8587,000000000,,4,+249,,1HO2656,29HO9155,5872,-578,-5,-7,-41,+539
8714 ,8714,000000000,,2,+249,,1HO2687,1HO6360,5422,-471,-34,-13,+109,+388
8742 ,8742,000000000,,2,+249,,1HO2562,29HO10792,6266,+560,+16,+23,+146,+352
7344 ,7344,47VCP2619,,22,+248,3-27,501HO6845,1HO7127,5970,+803,+11,+29,+154,+342
7522 ,7522,47VCP2637,,20,+248,6-22,501HO7467,29HO10483,6120,+211,+25,+10,+268,+228
7296 ,7296,000000000,,21,+247,4-30,7HO6838,1HO2406,5869,+628,+11,+26,+267,+227
7534 ,7534,47VCP2614,,19,+247,7-06,1HO9671,,1592W,,,,,+494
7694 ,7694,47VEB5250,,17,+247,8-15,501HO6845,1HO5588,6185,+1936,+23,+44,+151,+342
7708 ,7708,47VCP2908,,18,+247,8-02,507HO6838,1HO2406,6869,+628,+11,+26,+267,+227
7710 ,7710,47VEB5284,,18,+247,8-03,507HO6838,1HO2406,5859,+628,+11,+26,+267,+227
8361 ,8361,47VEB6831,,8,+247,,1HO8407,507HO6838,5856,+1319,+14,+33,+155,+338
8563 ,8563,000000000,,5,+247,,HB,1HO9226,6717,+1317,+51,+46,+493,
7776 ,7776,000000000,,16,+246,9-29,507HO8165,507HO6695,6306,-141,+42,+3,+101,+391
7994 ,7994,47VEB6353,,13,+246,,1HO9951,,5055,,,,,+491
8182 ,8182,47VEB6604,,10,+246,,501HO8328,1HO9312,6573,+617,+22,+21,+204,+288
8275 ,8275,000000000,,9,+246,,751HO9040,1HO9317,6594,-90,+8,+1,+43,+448
8436 ,8436,47VEB6985,,7,+246,,1HO2646,203HO421,6199,+604,+27,+10,+277,+214
7148 ,7148,47VCP2200,,24,+245,2-11,1HO7169,9HO2575,5100,-796,-34,-17,+34,+455
7252 ,7252,000000000,,23,+245,2-12,501HO8717,11HO7319,5811,+642,+18,+14,+122,+368
7504 ,7504,47VCP2638,,20,+245,6-21,1HO5045,1HO9007,6039,+1105,+30,+28,+151,+338
8060 ,8060,47VEB6453,,12,+245,,1HO8772,11HO7319,5722,+464,+6,+12,+122,+368
8545 ,8545,000000000,,5,+245,,1HO2699,1HO6149,2057,+1100,+15,+25,+157,+332
8791 ,8791,000000000,,1,+245,,1HO8764,1HO6802,5779,-167,-22,-18,-25,+514
7398 ,7398,47VCP2296,,21,+244,4-12,1HO7690,203HO421,5321,+1347,+18,+35,+273,+214
7853 ,7853,47VEB6040,,15,+244,,1HO2592,,4600,,,,,+488E
7898 ,7898,47VEB6048,,14,+244,,7HO8175,14HO3367,2597,+224,+33,+21,+298,+190
8441 ,8441,47VFF1007,,6,+244,,751HO9103,1HO9367,6758,-330,-3,-1,+15,+473
7508 ,7508,47VCP2645,,20,+243,,1HO9658,9HO2575,2684,+289,+7,+19,+333,+152
7772 ,7772,000000000,,16,+243,9-12,29HO11609,29HO10792,6291,+510,+24,+18,+166,+319
7246 ,7246,47VCP2214,,23,+242,3-30,501HO7169,29HO10483,5790,-431,+6,-10,+28,+455
8128 ,8128,47VEB6483,,11,+242,,1HO8782,1HO8851,6009,+153,-2,+4,+87,+396
8383 ,8383,47VEB6857,,7,+242,,1HO9602,7HO6995,5747,+65,+18,+3,+183,+300
8664 ,8664,000000000,,3,+242,,1HO9137,,4359,,,,,+483
8794 ,8794,000000000,,1,+242,,1HO9137,,2221,,,,,+483
7397 ,7397,47VCP2661,,21,+241,6-10,501HO8328,29HO10483,6022,+245,+18,+18,+194,+288
7532 ,7532,47VCP2592,,19,+241,8-01,7HO6168,7HO6417,5005,+154,+14,+13,+249,+232
8011 ,8011,47VEB6433,,13,+241,,1HO6987,203HO421,5237,-275,-4,-10,+162,+320
8557 ,8557,000000000,,5,+241,,1HO2641,7HO5605,6124,+297,+19,+5,+35,+446
7698 ,7698,000000000,,17,+240,9-08,501HO8407,29HO10124,6258,-29,+11,+6,+141,+338
8063 ,8063,47VEB6506,,12,+240,,501HO6845,1HO2406,6445,+659,+11,+22,+137,+342
8579 ,8579,000000000,,4,+240,,1HO9554,7HO6168,6252,+338,-4,+18,+59,+420
7168 ,7168,47VCP2233,,24,+239,2-11,501HO7467,1HO5588,5865,+1010,+19,+25,+249,+228
